HQ,Country,State_of_outlet,City_of_outlet,Month,Day,Year,Total_Sales
Asia,India,,Delhi,7,14,2007,84.2
Asia,India,,Delhi,7,15,2007,84.4
Asia,India,,Delhi,7,16,2007,87.3
Asia,India,,Delhi,7,17,2007,89.6
Asia,India,,Delhi,7,18,2007,90.4
Asia,India,,Delhi,7,19,2007,92.4
Asia,India,,Delhi,7,20,2007,91.2
Asia,India,,Delhi,7,21,2007,86.2
Asia,India,,Delhi,7,22,2007,88.7
Asia,India,,Delhi,7,23,2007,87
Asia,India,,Delhi,7,24,2007,83.8
Asia,India,,Delhi,7,25,2007,88.7
Asia,India,,Delhi,7,26,2007,91.7
Asia,India,,Delhi,7,27,2007,90
Asia,India,,Delhi,7,28,2007,83.7
Asia,India,,Delhi,7,29,2007,86
Asia,India,,Delhi,7,30,2007,91.9
Asia,India,,Delhi,7,31,2007,90.5
Asia,India,,Delhi,8,1,2007,85.5
Asia,India,,Delhi,8,2,2007,79.3
Asia,India,,Delhi,8,3,2007,80.9
Asia,India,,Delhi,8,4,2007,84.6
Asia,India,,Delhi,8,5,2007,86.1
Asia,India,,Delhi,8,6,2007,89.9
Asia,India,,Delhi,8,7,2007,91.4
Asia,India,,Delhi,8,8,2007,90
Asia,India,,Delhi,8,9,2007,87.7
Asia,India,,Delhi,8,10,2007,89.5
Asia,India,,Delhi,8,11,2007,89.6
Asia,India,,Delhi,8,12,2007,86.3
Asia,India,,Delhi,8,13,2007,87
Asia,India,,Delhi,8,14,2007,87.4
Asia,India,,Delhi,8,15,2007,88.5
Asia,India,,Delhi,8,16,2007,90.1
Asia,India,,Delhi,8,17,2007,89.7
Asia,India,,Delhi,8,18,2007,88.6
Asia,India,,Delhi,8,19,2007,83
Asia,India,,Delhi,8,20,2007,86.2
Asia,India,,Delhi,8,21,2007,88.5
Asia,India,,Delhi,8,22,2007,87.1
Asia,India,,Delhi,8,23,2007,88.1
Asia,India,,Delhi,8,24,2007,88.8
Asia,India,,Delhi,8,25,2007,85.8
Asia,India,,Delhi,8,26,2007,90.6
Asia,India,,Delhi,8,27,2007,86.9
Asia,India,,Delhi,8,28,2007,-99
Asia,India,,Delhi,8,29,2007,87.7
Asia,India,,Delhi,8,30,2007,87.7
Asia,India,,Delhi,8,31,2007,85
Asia,India,,Delhi,9,1,2007,87.4
Asia,India,,Delhi,9,2,2007,84.5
Asia,India,,Delhi,9,3,2007,84.8
Asia,India,,Delhi,9,4,2007,86.5
Asia,India,,Delhi,9,5,2007,87.6
Asia,India,,Delhi,9,6,2007,84.1
Asia,India,,Delhi,9,7,2007,84.2
Asia,India,,Delhi,9,8,2007,86.1
Asia,India,,Delhi,9,9,2007,85.5
Asia,India,,Delhi,9,10,2007,84.8
Asia,India,,Delhi,9,11,2007,84.7
Asia,India,,Delhi,9,12,2007,84.3
Asia,India,,Delhi,9,13,2007,82.2
Asia,India,,Delhi,9,14,2007,78.7
Asia,India,,Delhi,9,15,2007,83.1
Asia,India,,Delhi,9,16,2007,85.1
Asia,India,,Delhi,9,17,2007,86.4
Asia,India,,Delhi,9,18,2007,88.8
Asia,India,,Delhi,9,19,2007,89.3
Asia,India,,Delhi,9,20,2007,89.1
Asia,India,,Delhi,9,21,2007,87.4
Asia,India,,Delhi,9,22,2007,87.9
Asia,India,,Delhi,9,23,2007,86.5
Asia,India,,Delhi,9,24,2007,85.6
Asia,India,,Delhi,9,25,2007,83.4
Asia,India,,Delhi,9,26,2007,79.2
Asia,India,,Delhi,9,27,2007,79.3
Asia,India,,Delhi,9,28,2007,78.4
Asia,India,,Delhi,9,29,2007,80.2
Asia,India,,Delhi,9,30,2007,81.6
Asia,India,,Delhi,10,1,2007,79.3
Asia,India,,Delhi,10,2,2007,79.6
Asia,India,,Delhi,10,3,2007,79.8
Asia,India,,Delhi,10,4,2007,80.2
Asia,India,,Delhi,10,5,2007,79
Asia,India,,Delhi,10,6,2007,79.4
Asia,India,,Delhi,10,7,2007,79.6
Asia,India,,Delhi,10,8,2007,77.9
Asia,India,,Delhi,10,9,2007,77.3
Asia,India,,Delhi,10,10,2007,76.5
Asia,India,,Delhi,10,11,2007,75.1
Asia,India,,Delhi,10,12,2007,74.1
Asia,India,,Delhi,10,13,2007,77.2
Asia,India,,Delhi,10,14,2007,74.2
Asia,India,,Delhi,10,15,2007,75.6
Asia,India,,Delhi,10,16,2007,75.7
Asia,India,,Delhi,10,17,2007,75.9
Asia,India,,Delhi,10,18,2007,75.7
Asia,India,,Delhi,10,19,2007,74.1
Asia,India,,Delhi,10,20,2007,75.6
Asia,India,,Delhi,10,21,2007,75.4
Asia,India,,Delhi,10,22,2007,-99
Asia,India,,Delhi,10,23,2007,75.2
Asia,India,,Delhi,10,24,2007,73.1
Asia,India,,Delhi,10,25,2007,74.5
Asia,India,,Delhi,10,26,2007,76.3
Asia,India,,Delhi,10,27,2007,75.3
Asia,India,,Delhi,10,28,2007,75.3
Asia,India,,Delhi,10,29,2007,73.8
Asia,India,,Delhi,10,30,2007,70.9
Asia,India,,Delhi,10,31,2007,71.9
Asia,India,,Delhi,11,1,2007,70.7
Asia,India,,Delhi,11,2,2007,70.6
Asia,India,,Delhi,11,3,2007,70.2
Asia,India,,Delhi,11,4,2007,68.9
Asia,India,,Delhi,11,5,2007,70.6
Asia,India,,Delhi,11,6,2007,67.7
Asia,India,,Delhi,11,7,2007,71.1
Asia,India,,Delhi,11,8,2007,68.5
Asia,India,,Delhi,11,9,2007,69.3
Asia,India,,Delhi,11,10,2007,69.9
Asia,India,,Delhi,11,11,2007,71
Asia,India,,Delhi,11,12,2007,72.5
Asia,India,,Delhi,11,13,2007,68.6
Asia,India,,Delhi,11,14,2007,69.7
Asia,India,,Delhi,11,15,2007,68.9
Asia,India,,Delhi,11,16,2007,67.4
Asia,India,,Delhi,11,17,2007,64.3
Asia,India,,Delhi,11,18,2007,63.7
Asia,India,,Delhi,11,19,2007,63
Asia,India,,Delhi,11,20,2007,66.2
Asia,India,,Delhi,11,21,2007,63.7
Asia,India,,Delhi,11,22,2007,64.7
Asia,India,,Delhi,11,23,2007,64.9
Asia,India,,Delhi,11,24,2007,64.8
Asia,India,,Delhi,11,25,2007,65.4
Asia,India,,Delhi,11,26,2007,61.1
Asia,India,,Delhi,11,27,2007,62.6
Asia,India,,Delhi,11,28,2007,64.8
Asia,India,,Delhi,11,29,2007,65.8
Asia,India,,Delhi,11,30,2007,64.8
Asia,India,,Delhi,12,1,2007,63.8
Asia,India,,Delhi,12,2,2007,66.4
Asia,India,,Delhi,12,3,2007,63.3
Asia,India,,Delhi,12,4,2007,59.5
Asia,India,,Delhi,12,5,2007,58.2
Asia,India,,Delhi,12,6,2007,58.1
Asia,India,,Delhi,12,7,2007,-99
Asia,India,,Delhi,12,8,2007,57.9
Asia,India,,Delhi,12,9,2007,58
Asia,India,,Delhi,12,10,2007,62.1
Asia,India,,Delhi,12,11,2007,60.1
Asia,India,,Delhi,12,12,2007,59.9
Asia,India,,Delhi,12,13,2007,57.2
Asia,India,,Delhi,12,14,2007,56.2
Asia,India,,Delhi,12,15,2007,55.2
Asia,India,,Delhi,12,16,2007,50.8
Asia,India,,Delhi,12,17,2007,53.3
Asia,India,,Delhi,12,18,2007,53.9
Asia,India,,Delhi,12,19,2007,52.8
Asia,India,,Delhi,12,20,2007,54.7
Asia,India,,Delhi,12,21,2007,62.4
Asia,India,,Delhi,12,22,2007,65.2
Asia,India,,Delhi,12,23,2007,63.5
Asia,India,,Delhi,12,24,2007,62.4
Asia,India,,Delhi,12,25,2007,59.3
Asia,India,,Delhi,12,26,2007,56.6
Asia,India,,Delhi,12,27,2007,55.5
Asia,India,,Delhi,12,28,2007,55.2
Asia,India,,Delhi,12,29,2007,52.1
Asia,India,,Delhi,12,30,2007,53.3
Asia,India,,Delhi,12,31,2007,53.4
Asia,India,,Bombay (Mumbai),1,1,2008,74
Asia,India,,Bombay (Mumbai),1,2,2008,73.1
Asia,India,,Bombay (Mumbai),1,3,2008,74.9
Asia,India,,Bombay (Mumbai),1,4,2008,77.4
Asia,India,,Bombay (Mumbai),1,5,2008,78.6
Asia,India,,Bombay (Mumbai),1,6,2008,78.8
Asia,India,,Bombay (Mumbai),1,7,2008,78.8
Asia,India,,Bombay (Mumbai),1,8,2008,79.4
Asia,India,,Bombay (Mumbai),1,9,2008,78.4
Asia,India,,Bombay (Mumbai),1,10,2008,78.1
Asia,India,,Bombay (Mumbai),1,11,2008,76.9
Asia,India,,Bombay (Mumbai),1,12,2008,78.9
Asia,India,,Bombay (Mumbai),1,13,2008,77.7
Asia,India,,Bombay (Mumbai),1,14,2008,80.6
Asia,India,,Bombay (Mumbai),1,15,2008,82
Asia,India,,Bombay (Mumbai),1,16,2008,84.3
Asia,India,,Bombay (Mumbai),1,17,2008,81.7
Asia,India,,Bombay (Mumbai),1,18,2008,76.9
Asia,India,,Bombay (Mumbai),1,19,2008,72.7
Asia,India,,Bombay (Mumbai),1,20,2008,72.4
Asia,India,,Bombay (Mumbai),1,21,2008,73.2
Asia,India,,Bombay (Mumbai),1,22,2008,-99
Asia,India,,Bombay (Mumbai),1,23,2008,71.4
Asia,India,,Bombay (Mumbai),1,24,2008,71.8
Asia,India,,Bombay (Mumbai),1,25,2008,71.2
Asia,India,,Bombay (Mumbai),1,26,2008,70.1
Asia,India,,Bombay (Mumbai),1,27,2008,69.7
Asia,India,,Bombay (Mumbai),1,28,2008,74.8
Asia,India,,Bombay (Mumbai),1,29,2008,74.1
Asia,India,,Bombay (Mumbai),1,30,2008,73.7
Asia,India,,Bombay (Mumbai),1,31,2008,70.6
Asia,India,,Bombay (Mumbai),2,1,2008,72.8
Asia,India,,Bombay (Mumbai),2,2,2008,72.8
Asia,India,,Bombay (Mumbai),2,3,2008,72.5
Asia,India,,Bombay (Mumbai),2,4,2008,68.7
Asia,India,,Bombay (Mumbai),2,5,2008,66.5
Asia,India,,Bombay (Mumbai),2,6,2008,68.3
Asia,India,,Bombay (Mumbai),2,7,2008,63.4
Asia,India,,Bombay (Mumbai),2,8,2008,64.2
Asia,India,,Bombay (Mumbai),2,9,2008,70.2
Asia,India,,Bombay (Mumbai),2,10,2008,73.2
Asia,India,,Bombay (Mumbai),2,11,2008,73.9
Asia,India,,Bombay (Mumbai),2,12,2008,75.9
Asia,India,,Bombay (Mumbai),2,13,2008,78.6
Asia,India,,Bombay (Mumbai),2,14,2008,80.4
Asia,India,,Bombay (Mumbai),2,15,2008,81.2
Asia,India,,Bombay (Mumbai),2,16,2008,78.2
Asia,India,,Bombay (Mumbai),2,17,2008,79.1
Asia,India,,Bombay (Mumbai),2,18,2008,77.6
Asia,India,,Bombay (Mumbai),2,19,2008,76.5
Asia,India,,Bombay (Mumbai),2,20,2008,77.8
Asia,India,,Bombay (Mumbai),2,21,2008,78
Asia,India,,Bombay (Mumbai),2,22,2008,78.6
Asia,India,,Bombay (Mumbai),2,23,2008,76.5
Asia,India,,Bombay (Mumbai),2,24,2008,76.1
Asia,India,,Bombay (Mumbai),2,25,2008,76.8
Asia,India,,Bombay (Mumbai),2,26,2008,81.2
Asia,India,,Bombay (Mumbai),2,27,2008,84.2
Asia,India,,Bombay (Mumbai),2,28,2008,83.8
Asia,India,,Bombay (Mumbai),2,29,2008,83.9
Asia,India,,Bombay (Mumbai),3,1,2008,83
Asia,India,,Bombay (Mumbai),3,2,2008,81.3
Asia,India,,Bombay (Mumbai),3,3,2008,79.8
Asia,India,,Bombay (Mumbai),3,4,2008,80.2
Asia,India,,Bombay (Mumbai),3,5,2008,80.2
Asia,India,,Bombay (Mumbai),3,6,2008,82.4
Asia,India,,Bombay (Mumbai),3,7,2008,82.7
Asia,India,,Bombay (Mumbai),3,8,2008,84.7
Asia,India,,Bombay (Mumbai),3,9,2008,83.3
Asia,India,,Bombay (Mumbai),3,10,2008,80.6
Asia,India,,Bombay (Mumbai),3,11,2008,81.5
Asia,India,,Bombay (Mumbai),3,12,2008,81.1
Asia,India,,Bombay (Mumbai),3,13,2008,81.1
Asia,India,,Bombay (Mumbai),3,14,2008,81.1
Asia,India,,Bombay (Mumbai),3,15,2008,82.9
Asia,India,,Bombay (Mumbai),3,16,2008,85.4
Asia,India,,Bombay (Mumbai),3,17,2008,85.5
Asia,India,,Bombay (Mumbai),3,18,2008,83.1
Asia,India,,Bombay (Mumbai),3,19,2008,82.1
Asia,India,,Bombay (Mumbai),3,20,2008,80.9
Asia,India,,Bombay (Mumbai),3,21,2008,83.4
Asia,India,,Bombay (Mumbai),3,22,2008,83.8
Asia,India,,Bombay (Mumbai),3,23,2008,82.6
Asia,India,,Bombay (Mumbai),3,24,2008,82.2
Asia,India,,Bombay (Mumbai),3,25,2008,82.1
Asia,India,,Bombay (Mumbai),3,26,2008,81.9
Asia,India,,Bombay (Mumbai),3,27,2008,81.8
Asia,India,,Bombay (Mumbai),3,28,2008,82.8
Asia,India,,Bombay (Mumbai),3,29,2008,82.7
Asia,India,,Bombay (Mumbai),3,30,2008,81.8
Asia,India,,Bombay (Mumbai),3,31,2008,80
Asia,India,,Bombay (Mumbai),4,1,2008,79.3
Asia,India,,Bombay (Mumbai),4,2,2008,80
Asia,India,,Bombay (Mumbai),4,3,2008,81.4
Asia,India,,Bombay (Mumbai),4,4,2008,80.4
Asia,India,,Bombay (Mumbai),4,5,2008,81.5
Asia,India,,Bombay (Mumbai),4,6,2008,83.5
Asia,India,,Bombay (Mumbai),4,7,2008,84.1
Asia,India,,Bombay (Mumbai),4,8,2008,84.2
Asia,India,,Bombay (Mumbai),4,9,2008,88.1
Asia,India,,Bombay (Mumbai),4,10,2008,87.9
Asia,India,,Bombay (Mumbai),4,11,2008,88.3
Asia,India,,Bombay (Mumbai),4,12,2008,86.8
Asia,India,,Bombay (Mumbai),4,13,2008,85.4
Asia,India,,Bombay (Mumbai),4,14,2008,86.4
Asia,India,,Bombay (Mumbai),4,15,2008,85.1
Asia,India,,Bombay (Mumbai),4,16,2008,83.6
Asia,India,,Bombay (Mumbai),4,17,2008,83.8
Asia,India,,Bombay (Mumbai),4,18,2008,84.5
Asia,India,,Bombay (Mumbai),4,19,2008,84.5
Asia,India,,Bombay (Mumbai),4,20,2008,86.2
Asia,India,,Bombay (Mumbai),4,21,2008,88
Asia,India,,Bombay (Mumbai),4,22,2008,89.1
Asia,India,,Bombay (Mumbai),4,23,2008,88.3
Asia,India,,Bombay (Mumbai),4,24,2008,87.9
Asia,India,,Bombay (Mumbai),4,25,2008,86.1
Asia,India,,Bombay (Mumbai),4,26,2008,86.3
Asia,India,,Bombay (Mumbai),4,27,2008,85.6
Asia,India,,Bombay (Mumbai),4,28,2008,85.2
Asia,India,,Bombay (Mumbai),4,29,2008,85
Asia,India,,Bombay (Mumbai),4,30,2008,84.6
Asia,India,,Bombay (Mumbai),5,1,2008,85.6
Asia,India,,Bombay (Mumbai),5,2,2008,84.6
Asia,India,,Bombay (Mumbai),5,3,2008,84.5
Asia,India,,Bombay (Mumbai),5,4,2008,84.3
Asia,India,,Bombay (Mumbai),5,5,2008,85.4
Asia,India,,Bombay (Mumbai),5,6,2008,85.6
Asia,India,,Bombay (Mumbai),5,7,2008,85.8
Asia,India,,Bombay (Mumbai),5,8,2008,85.6
Asia,India,,Bombay (Mumbai),5,9,2008,85.8
Asia,India,,Bombay (Mumbai),5,10,2008,86.1
Asia,India,,Bombay (Mumbai),5,11,2008,85.7
Asia,India,,Bombay (Mumbai),5,12,2008,85.7
Asia,India,,Bombay (Mumbai),5,13,2008,85.6
Asia,India,,Bombay (Mumbai),5,14,2008,86
Asia,India,,Bombay (Mumbai),5,15,2008,86.1
Asia,India,,Bombay (Mumbai),5,16,2008,87
Asia,India,,Bombay (Mumbai),5,17,2008,86.6
Asia,India,,Bombay (Mumbai),5,18,2008,87.2
Asia,India,,Bombay (Mumbai),5,19,2008,87.7
Asia,India,,Bombay (Mumbai),5,20,2008,87.8
Asia,India,,Bombay (Mumbai),5,21,2008,87.4
Asia,India,,Bombay (Mumbai),5,22,2008,87.8
Asia,India,,Bombay (Mumbai),5,23,2008,87.8
Asia,India,,Bombay (Mumbai),5,24,2008,87.7
Asia,India,,Bombay (Mumbai),5,25,2008,88.5
Asia,India,,Bombay (Mumbai),5,26,2008,88.5
Asia,India,,Bombay (Mumbai),5,27,2008,89.1
Asia,India,,Bombay (Mumbai),5,28,2008,88.7
Asia,India,,Bombay (Mumbai),5,29,2008,88.4
Asia,India,,Bombay (Mumbai),5,30,2008,88.7
Asia,India,,Bombay (Mumbai),5,31,2008,88.7
Asia,India,,Bombay (Mumbai),6,1,2008,88.4
Asia,India,,Bombay (Mumbai),6,2,2008,88.9
Asia,India,,Bombay (Mumbai),6,3,2008,87.1
Asia,India,,Bombay (Mumbai),6,4,2008,87.5
Asia,India,,Bombay (Mumbai),6,5,2008,85.7
Asia,India,,Bombay (Mumbai),6,6,2008,81.8
Asia,India,,Bombay (Mumbai),6,7,2008,79.6
Asia,India,,Bombay (Mumbai),6,8,2008,79.1
Asia,India,,Bombay (Mumbai),6,9,2008,79.9
Asia,India,,Bombay (Mumbai),6,10,2008,79.1
Asia,India,,Bombay (Mumbai),6,11,2008,81
Asia,India,,Bombay (Mumbai),6,12,2008,82.8
Asia,India,,Bombay (Mumbai),6,13,2008,81.7
Asia,India,,Bombay (Mumbai),6,14,2008,83.5
Asia,India,,Bombay (Mumbai),6,15,2008,84.8
Asia,India,,Bombay (Mumbai),6,16,2008,85
Asia,India,,Bombay (Mumbai),6,17,2008,85
Asia,India,,Bombay (Mumbai),6,18,2008,85.3
Asia,India,,Bombay (Mumbai),6,19,2008,85.3
Asia,India,,Bombay (Mumbai),6,20,2008,84.9
Asia,India,,Bombay (Mumbai),6,21,2008,85.2
Asia,India,,Bombay (Mumbai),6,22,2008,84.6
Asia,India,,Bombay (Mumbai),6,23,2008,85.1
Asia,India,,Bombay (Mumbai),6,24,2008,84.5
Asia,India,,Bombay (Mumbai),6,25,2008,82.2
Asia,India,,Bombay (Mumbai),6,26,2008,83
Asia,India,,Bombay (Mumbai),6,27,2008,84.5
Asia,India,,Bombay (Mumbai),6,28,2008,83.8
Asia,India,,Bombay (Mumbai),6,29,2008,80.9
Asia,India,,Bombay (Mumbai),6,30,2008,80.2
Asia,India,,Bombay (Mumbai),7,1,2008,81.8
Asia,India,,Bombay (Mumbai),7,2,2008,83.2
Asia,India,,Bombay (Mumbai),7,3,2008,83
Asia,India,,Bombay (Mumbai),7,4,2008,82.3
Asia,India,,Bombay (Mumbai),7,5,2008,83.2
Asia,India,,Bombay (Mumbai),7,6,2008,83.8
Asia,India,,Bombay (Mumbai),7,7,2008,83.8
Asia,India,,Bombay (Mumbai),7,8,2008,83.7
Asia,India,,Bombay (Mumbai),7,9,2008,83.7
Asia,India,,Bombay (Mumbai),7,10,2008,81.7
Asia,India,,Bombay (Mumbai),7,11,2008,83.1
Asia,India,,Bombay (Mumbai),7,12,2008,83.3
Asia,India,,Bombay (Mumbai),7,13,2008,83.7
Asia,India,,Bombay (Mumbai),7,14,2008,83.3
Asia,India,,Bombay (Mumbai),7,15,2008,79.8
Asia,India,,Bombay (Mumbai),7,16,2008,83.3
Asia,India,,Bombay (Mumbai),7,17,2008,83.8
Asia,India,,Bombay (Mumbai),7,18,2008,83.7
Asia,India,,Bombay (Mumbai),7,19,2008,84
Asia,India,,Bombay (Mumbai),7,20,2008,83.7
Asia,India,,Bombay (Mumbai),7,21,2008,83.8
Asia,India,,Bombay (Mumbai),7,22,2008,84
Asia,India,,Bombay (Mumbai),7,23,2008,82.6
Asia,India,,Bombay (Mumbai),7,24,2008,78.6
Asia,India,,Bombay (Mumbai),7,25,2008,78.3
Asia,India,,Bombay (Mumbai),7,26,2008,78.7
Asia,India,,Bombay (Mumbai),7,27,2008,77
Asia,India,,Bombay (Mumbai),7,28,2008,78.7
Asia,India,,Bombay (Mumbai),7,29,2008,79.6
Asia,India,,Bombay (Mumbai),7,30,2008,81.8
Asia,India,,Bombay (Mumbai),7,31,2008,82
Asia,India,,Bombay (Mumbai),8,1,2008,82.5
Asia,India,,Bombay (Mumbai),8,2,2008,81.2
Asia,India,,Bombay (Mumbai),8,3,2008,82.4
Asia,India,,Bombay (Mumbai),8,4,2008,81.8
Asia,India,,Bombay (Mumbai),8,5,2008,78.6
Asia,India,,Bombay (Mumbai),8,6,2008,79.7
Asia,India,,Bombay (Mumbai),8,7,2008,82
Asia,India,,Bombay (Mumbai),8,8,2008,80.3
Asia,India,,Bombay (Mumbai),8,9,2008,81
Asia,India,,Bombay (Mumbai),8,10,2008,79.5
Asia,India,,Bombay (Mumbai),8,11,2008,79.1
Asia,India,,Bombay (Mumbai),8,12,2008,79.6
Asia,India,,Bombay (Mumbai),8,13,2008,79.5
Asia,India,,Bombay (Mumbai),8,14,2008,80.8
Asia,India,,Bombay (Mumbai),8,15,2008,79.8
Asia,India,,Bombay (Mumbai),8,16,2008,79.9
Asia,India,,Bombay (Mumbai),8,17,2008,81
Asia,India,,Bombay (Mumbai),8,18,2008,-99
Asia,India,,Bombay (Mumbai),8,19,2008,81.7
Asia,India,,Bombay (Mumbai),8,20,2008,81.9
Asia,India,,Bombay (Mumbai),8,21,2008,81.6
Asia,India,,Bombay (Mumbai),8,22,2008,82
Asia,India,,Bombay (Mumbai),8,23,2008,78.3
Asia,India,,Bombay (Mumbai),8,24,2008,78.4
Asia,India,,Bombay (Mumbai),8,25,2008,82
Asia,India,,Bombay (Mumbai),8,26,2008,81
Asia,India,,Bombay (Mumbai),8,27,2008,81.9
Asia,India,,Bombay (Mumbai),8,28,2008,82.3
Asia,India,,Bombay (Mumbai),8,29,2008,82.3
Asia,India,,Bombay (Mumbai),8,30,2008,83.5
Asia,India,,Bombay (Mumbai),8,31,2008,82.9
Asia,India,,Bombay (Mumbai),9,1,2008,83.4
Asia,India,,Bombay (Mumbai),9,2,2008,83
Asia,India,,Bombay (Mumbai),9,3,2008,84.2
Asia,India,,Bombay (Mumbai),9,4,2008,81.9
Asia,India,,Bombay (Mumbai),9,5,2008,79.3
Asia,India,,Bombay (Mumbai),9,6,2008,81.4
Asia,India,,Bombay (Mumbai),9,7,2008,82.5
Asia,India,,Bombay (Mumbai),9,8,2008,81.3
Asia,India,,Bombay (Mumbai),9,9,2008,78.5
Asia,India,,Bombay (Mumbai),9,10,2008,79.8
Asia,India,,Bombay (Mumbai),9,11,2008,81.7
Asia,India,,Bombay (Mumbai),9,12,2008,81.3
Asia,India,,Bombay (Mumbai),9,13,2008,79.9
Asia,India,,Bombay (Mumbai),9,14,2008,79.6
Asia,India,,Bombay (Mumbai),9,15,2008,79
Asia,India,,Bombay (Mumbai),9,16,2008,78.2
Asia,India,,Bombay (Mumbai),9,17,2008,81.6
Asia,India,,Bombay (Mumbai),9,18,2008,82
Asia,India,,Bombay (Mumbai),9,19,2008,80.2
Asia,India,,Bombay (Mumbai),9,20,2008,81
Asia,India,,Bombay (Mumbai),9,21,2008,81.6
Asia,India,,Bombay (Mumbai),9,22,2008,81.8
Asia,India,,Bombay (Mumbai),9,23,2008,82.3
Asia,India,,Bombay (Mumbai),9,24,2008,-99
Asia,India,,Bombay (Mumbai),9,25,2008,81.8
Asia,India,,Bombay (Mumbai),9,26,2008,81
Asia,India,,Bombay (Mumbai),9,27,2008,81.7
Asia,India,,Bombay (Mumbai),9,28,2008,81.5
Asia,India,,Bombay (Mumbai),9,29,2008,81.4
Asia,India,,Bombay (Mumbai),9,30,2008,81.6
Asia,India,,Bombay (Mumbai),10,1,2008,81.6
Asia,India,,Bombay (Mumbai),10,2,2008,82
Asia,India,,Bombay (Mumbai),10,3,2008,81.1
Asia,India,,Bombay (Mumbai),10,4,2008,81.4
Asia,India,,Bombay (Mumbai),10,5,2008,81.6
Asia,India,,Bombay (Mumbai),10,6,2008,82.6
Asia,India,,Bombay (Mumbai),10,7,2008,81.8
Asia,India,,Bombay (Mumbai),10,8,2008,82.3
Asia,India,,Bombay (Mumbai),10,9,2008,82.5
Asia,India,,Bombay (Mumbai),10,10,2008,84.7
Asia,India,,Bombay (Mumbai),10,11,2008,87
Asia,India,,Bombay (Mumbai),10,12,2008,88
Asia,India,,Bombay (Mumbai),10,13,2008,88.1
Asia,India,,Bombay (Mumbai),10,14,2008,87.8
Asia,India,,Bombay (Mumbai),10,15,2008,88.5
Asia,India,,Bombay (Mumbai),10,16,2008,89.1
Asia,India,,Bombay (Mumbai),10,17,2008,88.5
Asia,India,,Bombay (Mumbai),10,18,2008,88.6
Asia,India,,Bombay (Mumbai),10,19,2008,87.1
Asia,India,,Bombay (Mumbai),10,20,2008,87.1
Asia,India,,Bombay (Mumbai),10,21,2008,87.3
Asia,India,,Bombay (Mumbai),10,22,2008,85.8
Asia,India,,Bombay (Mumbai),10,23,2008,88.1
Asia,India,,Bombay (Mumbai),10,24,2008,87.1
Asia,India,,Bombay (Mumbai),10,25,2008,85.2
Asia,India,,Bombay (Mumbai),10,26,2008,82.6
Asia,India,,Bombay (Mumbai),10,27,2008,82.6
Asia,India,,Bombay (Mumbai),10,28,2008,82.6
Asia,India,,Bombay (Mumbai),10,29,2008,82.7
Asia,India,,Bombay (Mumbai),10,30,2008,84.3
Asia,India,,Bombay (Mumbai),10,31,2008,83.6
Asia,India,,Bombay (Mumbai),11,1,2008,84.7
Asia,India,,Bombay (Mumbai),11,2,2008,84.3
Asia,India,,Bombay (Mumbai),11,3,2008,84.4
Asia,India,,Bombay (Mumbai),11,4,2008,84
Asia,India,,Bombay (Mumbai),11,5,2008,83.9
Asia,India,,Bombay (Mumbai),11,6,2008,83.7
Asia,India,,Bombay (Mumbai),11,7,2008,83.2
Asia,India,,Bombay (Mumbai),11,8,2008,82.8
Asia,India,,Bombay (Mumbai),11,9,2008,83.1
Asia,India,,Bombay (Mumbai),11,10,2008,84.8
Asia,India,,Bombay (Mumbai),11,11,2008,83.5
Asia,India,,Bombay (Mumbai),11,12,2008,83.9
Asia,India,,Bombay (Mumbai),11,13,2008,82.8
Asia,India,,Bombay (Mumbai),11,14,2008,79.7
Asia,India,,Bombay (Mumbai),11,15,2008,82.1
Asia,India,,Bombay (Mumbai),11,16,2008,83.6
Asia,India,,Bombay (Mumbai),11,17,2008,84.9
Asia,India,,Bombay (Mumbai),11,18,2008,84.2
Asia,India,,Bombay (Mumbai),11,19,2008,85.6
Asia,India,,Bombay (Mumbai),11,20,2008,85.6
Asia,India,,Bombay (Mumbai),11,21,2008,85.9
Asia,India,,Bombay (Mumbai),11,22,2008,86.3
Asia,India,,Bombay (Mumbai),11,23,2008,86.1
Asia,India,,Bombay (Mumbai),11,24,2008,85.1
Asia,India,,Bombay (Mumbai),11,25,2008,82.1
Asia,India,,Bombay (Mumbai),11,26,2008,81
Asia,India,,Bombay (Mumbai),11,27,2008,80.2
Asia,India,,Bombay (Mumbai),11,28,2008,83.1
Asia,India,,Bombay (Mumbai),11,29,2008,83.6
Asia,India,,Bombay (Mumbai),11,30,2008,84.2
Asia,India,,Bombay (Mumbai),12,1,2008,83.8
Asia,India,,Bombay (Mumbai),12,2,2008,83.3
Asia,India,,Bombay (Mumbai),12,3,2008,84.7
Asia,India,,Bombay (Mumbai),12,4,2008,85.6
Asia,India,,Bombay (Mumbai),12,5,2008,85.8
Asia,India,,Bombay (Mumbai),12,6,2008,82.4
Asia,India,,Bombay (Mumbai),12,7,2008,82.2
Asia,India,,Bombay (Mumbai),12,8,2008,82.3
Asia,India,,Bombay (Mumbai),12,9,2008,81.5
Asia,India,,Bombay (Mumbai),12,10,2008,81.7
Asia,India,,Bombay (Mumbai),12,11,2008,80.1
Asia,India,,Bombay (Mumbai),12,12,2008,79.8
Asia,India,,Bombay (Mumbai),12,13,2008,82
Asia,India,,Bombay (Mumbai),12,14,2008,83.9
